393.0,386.0 
254.0,251.0 
40.0,36.0 
0.0,0.0 
16.0,16.0 
0.0,0.0 
0.0,0.0 
357.0,345.0 
78.0,79.0 
50.0,47.0 
144.0,135.0 
0.0,0.0 
115.0,115.0 
251.0,250.0 
0.0,0.0 
0.0,0.0 
0.0,0.0 
392.0,374.0 
27.0,29.0 
0.0,0.0 
124.0,67.0 
60.0,37.0 
163.0,90.0 
206.0,126.0 
227.0,134.0 
124.0,67.0 
60.0,37.0 
37.0,36.0 
26.0,26.0 
0.0,0.0 
0.0,0.0 
55.0,51.0 
46.0,49.0 
0.0,0.0 
67.0,71.0 
0.0,0.0 
0.0,0.0 
23.0,23.0 
46.0,47.0 
52.0,53.0 
39.0,42.0 
0.0,0.0 
6.0,8.0 
21.0,21.0 
0.0,0.0 
0.0,0.0 
28.0,28.0 
6.0,7.0 
29.0,30.0 
18.0,20.0 
19.0,19.0 
0.0,0.0 
0.0,0.0 
32.0,34.0 
0.0,0.0 
52.0,55.0 
0.0,0.0 
4.0,0.0 
70.0,74.0 
65.0,66.0 
0.0,0.0 
59.0,66.0 
48.0,50.0 
15.0,16.0 
42.0,45.0 
0.0,0.0 
23.0,26.0 
50.0,49.0 
0.0,0.0 
5.0,6.0 
14.0,16.0 
0.0,0.0 
25.0,28.0 
0.0,0.0 
0.0,0.0 
26.0,27.0 
35.0,36.0 
17.0,18.0 
55.0,54.0 
0.0,0.0 
19.0,20.0 
0.0,0.0 
26.0,25.0 
36.0,40.0 
43.0,46.0 
68.0,70.0 
0.0,0.0 
53.0,55.0 
0.0,0.0 
18.0,20.0 
48.0,50.0 
49.0,51.0 
0.0,0.0 
32.0,31.0 
17.0,19.0 
0.0,0.0 
23.0,16.0 
42.0,40.0 
55.0,60.0 
42.0,46.0 
0.0,0.0 
19.0,20.0 
50.0,52.0 
